cell_id,center_lat,center_lon,ndvi_2018,ndvi_2021,ndvi_2024,ndvi_change_2015_2018,ndvi_change_2018_2021,ndvi_change_2021_2024,ndvi_total_change,ndvi_mean,ndvi_std,ndvi_accel,fragmentation_index,road_length_km,building_count,infra_pressure,urban_proximity_score,dist_to_cbd_km,rainfall_anomaly,rainfall_stress,gbif_observations,gbif_species_count,biodiversity_density,lag_stress_score,ecological_vulnerability_score,degradation_label,predicted_label,pred_confidence,latent_stress_1,latent_stress_2,latent_stress_3,latent_stress_score,latent_stress_norm,cluster,cluster_name
1919,12.9565,77.6915,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.086094,10.6152,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1777,stable,stable,1.0,-154.0455,0.394,-3.7522,154.046,0.0005,0,Vegetation-loss zone
1920,12.9565,77.7005,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.079506,11.5776,56.040899653979245,0,81.0,28.0,2.8929,0.0849,0.1763,stable,stable,1.0,-72.9979,27.2095,1.1924,77.9041,0.0002,0,Vegetation-loss zone
1921,12.9565,77.7095,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.073846,12.5417,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1751,stable,stable,1.0,-154.0457,0.0023,-3.2392,154.0457,0.0005,0,Vegetation-loss zone
1922,12.9565,77.7185,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.068931,13.5072,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1741,stable,stable,1.0,-154.0458,-0.1939,-2.9821,154.0459,0.0005,0,Vegetation-loss zone
1923,12.9565,77.7275,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.064626,14.4737,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1732,stable,stable,1.0,-154.0459,-0.3904,-2.7248,154.0464,0.0005,0,Vegetation-loss zone
1924,12.9565,77.7365,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.060823,15.4411,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1724,stable,stable,1.0,-154.046,-0.5871,-2.4672,154.0471,0.0005,0,Vegetation-loss zone
1925,12.9565,77.7455,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.057441,16.4093,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1717,stable,stable,1.0,-154.0461,-0.7839,-2.2093,154.0481,0.0005,0,Vegetation-loss zone
1926,12.9565,77.7545,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.054413,17.378,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.171,stable,stable,1.0,-154.0462,-0.9808,-1.9514,154.0494,0.0005,0,Vegetation-loss zone
1927,12.9565,77.7635,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.051687,18.3473,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1705,stable,stable,1.0,-154.0463,-1.1778,-1.6933,154.0508,0.0005,0,Vegetation-loss zone
1928,12.9565,77.7725,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.04922,19.317,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.17,stable,stable,1.0,-154.0464,-1.375,-1.4351,154.0526,0.0005,0,Vegetation-loss zone
1929,12.9565,77.7815,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.046977,20.2871,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1695,stable,stable,1.0,-154.0465,-1.5722,-1.1767,154.0546,0.0005,0,Vegetation-loss zone
1930,12.9565,77.7905,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.044929,21.2575,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1691,stable,stable,1.0,-154.0466,-1.7694,-0.9183,154.0568,0.0005,0,Vegetation-loss zone
1931,12.9565,77.7995,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.043051,22.2281,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1687,stable,stable,1.0,-154.0468,-1.9667,-0.6599,154.0593,0.0005,0,Vegetation-loss zone
1932,12.9565,77.8085,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.041324,23.199,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1683,stable,stable,1.0,-154.0469,-2.1641,-0.4013,154.0621,0.0005,0,Vegetation-loss zone
1933,12.9565,77.8175,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.03973,24.1702,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.168,stable,stable,1.0,-154.047,-2.3615,-0.1427,154.0651,0.0005,0,Vegetation-loss zone
1934,12.9565,77.8265,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.038253,25.1415,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1677,stable,stable,1.0,-154.0471,-2.559,0.1159,154.0683,0.0005,0,Vegetation-loss zone
1935,12.9565,77.8355,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.036883,26.113,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1674,stable,stable,1.0,-154.0472,-2.7565,0.3746,154.0718,0.0005,0,Vegetation-loss zone
1936,12.9565,77.8445,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.035607,27.0846,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1671,stable,stable,1.0,-154.0473,-2.954,0.6333,154.0756,0.0005,0,Vegetation-loss zone
1937,12.9565,77.8535,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.034416,28.0564,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1669,stable,stable,1.0,-154.0474,-3.1515,0.8921,154.0796,0.0005,0,Vegetation-loss zone
1938,12.9565,77.8625,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.033302,29.0282,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1666,stable,stable,1.0,-154.0475,-3.3491,1.1509,154.0839,0.0005,0,Vegetation-loss zone
1939,12.9565,77.8715,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.032258,30.0002,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1664,stable,stable,1.0,-154.0476,-3.5467,1.4097,154.0884,0.0005,0,Vegetation-loss zone
1940,12.9565,77.8805,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.031277,30.9723,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1662,stable,stable,1.0,-154.0477,-3.7443,1.6686,154.0932,0.0005,0,Vegetation-loss zone
1941,12.9565,77.8895,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.030354,31.9445,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.166,stable,stable,1.0,-154.0478,-3.9419,1.9275,154.0982,0.0005,0,Vegetation-loss zone
1942,12.9565,77.8985,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.029484,32.9168,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1658,stable,stable,1.0,-154.0479,-4.1395,2.1864,154.1035,0.0005,0,Vegetation-loss zone
1943,12.9655,77.3045,0.2196,0.1969,0.1284,-0.2914,-0.0226999999999999,-0.0685,-0.3826,0.1816333333333333,0.0474780300068709,-0.0458000000000001,0.2614,0.0,0,0.0,0.030876,31.3874,56.040899653979245,0,0.0,0.0,0.0,0.0942,0.1835,stable,stable,1.0,-154.0477,-3.8284,1.7789,154.0953,0.0005,0,Vegetation-loss zone
1944,12.9655,77.3135,0.6772,0.6209,0.2611,0.1124,-0.0563,-0.3598,-0.3036999999999999,0.5197333333333334,0.2257450405509129,-0.3035,0.4343,0.0,0,0.0,0.031833,30.4142,56.040899653979245,0,0.0,0.0,0.0,0.0169,0.1608,stable,stable,1.0,-154.0476,-3.631,1.5198,154.0904,0.0005,0,Vegetation-loss zone
1945,12.9655,77.3225,0.715,0.7764,0.4505,0.2597,0.0614,-0.3258999999999999,-0.0047999999999999,0.6473,0.173176701666246,-0.3872999999999999,0.2675,0.0,0,0.0,0.032851,29.4409,56.040899653979245,0,0.0,0.0,0.0,0.0,0.0249,stable,stable,1.0,-154.0475,-3.4331,1.2604,154.0858,0.0005,0,Vegetation-loss zone
1946,12.9655,77.3315,0.4765,0.4727,0.1503,0.0344999999999999,-0.0037999999999999,-0.3224,-0.2917,0.3665,0.1872443323574842,-0.3186000000000001,0.5109,0.0,0,0.0,0.033936,28.4676,56.040899653979245,0,0.0,0.0,0.0,0.0011,0.1608,stable,stable,1.0,-154.0474,-3.2353,1.0016,154.0814,0.0005,0,Vegetation-loss zone
1947,12.9655,77.3405,0.188,0.7482,0.1459,-0.2584,0.5602,-0.6023,-0.3005,0.3606999999999999,0.3362443902877786,-1.1625,0.9322,0.0,0,0.0,0.035095,27.4944,56.040899653979245,0,0.0,0.0,0.0,0.0775,0.19,stable,stable,1.0,-154.0473,-3.0384,0.7437,154.0773,0.0005,0,Vegetation-loss zone
1948,12.9655,77.3495,0.5521,0.4875,0.2436,0.0847,-0.0646,-0.2438999999999999,-0.2237999999999999,0.4277333333333333,0.1627024994686109,-0.1792999999999999,0.3804,0.0,0,0.0,0.036336,26.5211,56.040899653979245,0,0.0,0.0,0.0,0.0194,0.1248,stable,stable,1.0,-154.0472,-2.8395,0.483,154.0734,0.0005,0,Vegetation-loss zone
1949,12.9655,77.3585,0.7019,0.6811,0.2049,0.3631999999999999,-0.0207999999999999,-0.4762,-0.1338,0.5293,0.2811310726333893,-0.4554000000000001,0.5311,0.0,0,0.0,0.037668,25.5479,56.040899653979245,0,0.0,0.0,0.0,0.0062,0.0961,stable,stable,1.0,-154.0471,-2.642,0.2241,154.0698,0.0005,0,Vegetation-loss zone
1950,12.9655,77.3675,0.1584,0.5103,0.3319,-0.2241,0.3519,-0.1784,-0.0506,0.3335333333333333,0.1759556857090254,-0.5303,0.5275,0.0,0,0.0,0.039101,24.5748,56.040899653979245,0,0.0,0.0,0.0,0.0672,0.0611,stable,stable,1.0,-154.047,-2.4441,-0.0346,154.0664,0.0005,0,Vegetation-loss zone
1951,12.9655,77.3765,-0.0034,0.0657,0.1444,-0.5209999999999999,0.0691,0.0787,-0.3732,0.0689,0.0739519438554525,0.0096,1.0733,0.0,0,0.0,0.040648,23.6016,56.040899653979245,0,0.0,0.0,0.0,0.1563,0.2303,stable,stable,0.9897,-154.0469,-2.2465,-0.2932,154.0633,0.0005,0,Vegetation-loss zone
1952,12.9655,77.3855,0.0063,0.3743,0.2895,-0.5068,0.368,-0.0848,-0.2236,0.2233666666666666,0.1927075850435922,-0.4528,0.8627,0.0,0,0.0,0.042322,22.6285,56.040899653979245,0,0.0,0.0,0.0,0.152,0.1549,stable,stable,1.0,-154.0468,-2.0488,-0.5523,154.0604,0.0005,0,Vegetation-loss zone
1953,12.9655,77.3945,0.0241,0.5886,0.4009,-0.5593,0.5645,-0.1877,-0.1825,0.3378666666666667,0.2874803703443651,-0.7522,0.8509,0.0,0,0.0,0.04414,21.6554,56.040899653979245,0,0.0,0.0,0.0,0.1678,0.1372,stable,stable,1.0,-154.0467,-1.8512,-0.8112,154.0578,0.0005,0,Vegetation-loss zone
1954,12.9655,77.4035,0.3555,0.4349,0.0851,-0.0637,0.0794,-0.3498,-0.3341,0.2918333333333333,0.1833850957229985,-0.4292,0.6284,0.0,0,0.0,0.04612,20.6824,56.040899653979245,0,0.0,0.0,0.0,0.0191,0.1883,stable,stable,1.0,-154.0466,-1.6529,-1.0712,154.0555,0.0005,0,Vegetation-loss zone
1955,12.9655,77.4125,0.1218,0.5333,0.1332,-0.2031,0.4115,-0.4001,-0.1917,0.2627666666666666,0.2343580664993917,-0.8116,0.8919,0.0,0,0.0,0.048287,19.7094,56.040899653979245,0,0.0,0.0,0.0,0.0609,0.1444,stable,stable,1.0,-154.0465,-1.4556,-1.3296,154.0534,0.0005,0,Vegetation-loss zone
1956,12.9655,77.4215,0.638,0.7088,0.3354,0.2317,0.0707999999999999,-0.3734,-0.0709,0.5607333333333333,0.1983292548600264,-0.4441999999999999,0.3537,0.0,0,0.0,0.050668,18.7365,56.040899653979245,0,0.0,0.0,0.0,0.0,0.0617,stable,stable,1.0,-154.0464,-1.2571,-1.5899,154.0515,0.0005,0,Vegetation-loss zone
1957,12.9655,77.4305,0.2699,0.1472,0.1896,-0.0801,-0.1226999999999999,0.0423999999999999,-0.1604,0.2022333333333333,0.0623179214458676,0.1650999999999998,0.3081,0.0,0,0.0,0.053295,17.7636,56.040899653979245,0,0.0,0.0,0.0,0.0608,0.0973,stable,stable,0.995,-154.0463,-1.0589,-1.8491,154.0499,0.0005,0,Vegetation-loss zone
1958,12.9655,77.4395,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.056209,16.7908,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1714,stable,stable,1.0,-154.0462,-0.8614,-2.1078,154.0486,0.0005,0,Vegetation-loss zone
1959,12.9655,77.4485,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.05946,15.8181,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1721,stable,stable,1.0,-154.0461,-0.6637,-2.3668,154.0475,0.0005,0,Vegetation-loss zone
1960,12.9655,77.4575,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.063109,14.8456,56.040899653979245,0,13087.0,75.0,174.4933,0.0849,0.1729,stable,stable,1.0,12934.1587,64.6214,9.3228,12934.3201,0.0566,3,Vegetation-loss zone
1961,12.9655,77.4665,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.067235,13.8731,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1737,stable,stable,1.0,-154.0459,-0.2683,-2.8847,154.0461,0.0005,0,Vegetation-loss zone
1962,12.9655,77.4755,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.071938,12.9008,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1747,stable,stable,1.0,-154.0458,-0.0707,-3.1436,154.0458,0.0005,0,Vegetation-loss zone
1963,12.9655,77.4845,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.077347,11.9288,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1758,stable,stable,1.0,-154.0457,0.1269,-3.4024,154.0457,0.0005,0,Vegetation-loss zone
1964,12.9655,77.4935,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.083634,10.9569,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1771,stable,stable,1.0,-154.0456,0.3245,-3.6613,154.0459,0.0005,0,Vegetation-loss zone
1965,12.9655,77.5025,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.09103,9.9854,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1787,stable,stable,1.0,-154.0454,0.522,-3.92,154.0463,0.0005,0,Vegetation-loss zone
1966,12.9655,77.5115,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.099856,9.0144,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1805,stable,stable,1.0,-154.0453,0.7194,-4.1785,154.047,0.0005,0,Vegetation-loss zone
1967,12.9655,77.5205,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.110571,8.044,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1828,stable,stable,1.0,-154.0452,0.9167,-4.4369,154.048,0.0005,0,Vegetation-loss zone
1968,12.9655,77.5295,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.123848,7.0744,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1856,stable,stable,1.0,-154.0451,1.1138,-4.6951,154.0492,0.0005,0,Vegetation-loss zone
1969,12.9655,77.5385,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.140726,6.106,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1891,stable,stable,1.0,-154.045,1.3106,-4.953,154.0506,0.0005,0,Vegetation-loss zone
1970,12.9655,77.5475,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.162877,5.1396,56.040899653979245,0,34.0,13.0,2.6154,0.0849,0.1937,stable,stable,1.0,-120.0064,14.3118,-3.1133,120.8568,0.0003,0,Vegetation-loss zone
1971,12.9655,77.5565,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.193181,4.1765,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.2001,stable,stable,1.0,-154.0448,1.7029,-5.4669,154.0542,0.0005,0,Vegetation-loss zone
1972,12.9655,77.5655,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.236978,3.2198,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.2092,stable,stable,1.0,-154.0447,1.8974,-5.7217,154.0564,0.0005,0,Vegetation-loss zone
1973,12.9655,77.5745,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.305139,2.2772,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.2235,stable,stable,1.0,-154.0446,2.0891,-5.9727,154.0588,0.0005,0,Vegetation-loss zone
1974,12.9655,77.5835,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.420451,1.3784,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.2476,stable,stable,1.0,-154.0445,2.2718,-6.2122,154.0613,0.0005,0,Vegetation-loss zone
1975,12.9655,77.5925,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.583363,0.7142,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.2816,stable,stable,1.0,-154.0445,2.407,-6.3892,154.0633,0.0005,0,Vegetation-loss zone
1976,12.9655,77.6015,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.498082,1.0077,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.2638,stable,stable,1.0,-154.0445,2.3473,-6.311,154.0624,0.0005,0,Vegetation-loss zone
1977,12.9655,77.6105,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.351074,1.8484,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.2331,stable,stable,1.0,-154.0446,2.1763,-6.087,154.06,0.0005,0,Vegetation-loss zone
1978,12.9655,77.6195,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.264746,2.7772,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.215,stable,stable,1.0,-154.0447,1.9874,-5.8395,154.0575,0.0005,0,Vegetation-loss zone
1979,12.9655,77.6285,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.211461,3.729,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.2039,stable,stable,1.0,-154.0448,1.7939,-5.5861,154.0552,0.0005,0,Vegetation-loss zone
1980,12.9655,77.6375,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.175759,4.6896,56.040899653979245,0,427.0,69.0,6.1884,0.0849,0.1964,stable,stable,1.0,273.0427,67.262,6.4478,281.2054,0.001,0,Vegetation-loss zone
1981,12.9655,77.6465,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.15027,5.6547,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1911,stable,stable,1.0,-154.045,1.4024,-5.0732,154.0514,0.0005,0,Vegetation-loss zone
1982,12.9655,77.6555,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.131194,6.6223,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1871,stable,stable,1.0,-154.0451,1.2057,-4.8155,154.0498,0.0005,0,Vegetation-loss zone
1983,12.9655,77.6645,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.116397,7.5913,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.184,stable,stable,1.0,-154.0452,1.0087,-4.5575,154.0485,0.0005,0,Vegetation-loss zone
1984,12.9655,77.6735,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.104587,8.5614,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1815,stable,stable,1.0,-154.0453,0.8115,-4.2992,154.0474,0.0005,0,Vegetation-loss zone
1985,12.9655,77.6825,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.094947,9.5322,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1795,stable,stable,1.0,-154.0454,0.6141,-4.0406,154.0466,0.0005,0,Vegetation-loss zone
1986,12.9655,77.6915,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.08693,10.5035,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1778,stable,stable,1.0,-154.0455,0.4167,-3.782,154.0461,0.0005,0,Vegetation-loss zone
1987,12.9655,77.7005,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.080159,11.4752,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1764,stable,stable,1.0,-154.0456,0.2191,-3.5232,154.0458,0.0005,0,Vegetation-loss zone
1988,12.9655,77.7095,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.074365,12.4472,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1752,stable,stable,1.0,-154.0457,0.0215,-3.2644,154.0457,0.0005,0,Vegetation-loss zone
1989,12.9655,77.7185,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.069351,13.4194,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1742,stable,stable,1.0,-154.0458,-0.1761,-3.0055,154.0459,0.0005,0,Vegetation-loss zone
